state_id,state_index,sandbox,game,round,agent,deficit_arm,round_bin,post_stratum,pair_type,arm,replicate,sent_effort,binary_collapsed,seed,prompt_sha256,tools_sha256,hash_matches_log,board_entries_served,read_happened,action,parse_ok,fallback_flag,logged_action,board_calls,read_calls,post_calls,decoy_calls,tool_call_names,post_texts,reasoning_tokens,completion_tokens,prompt_tokens,finish_reason,latency_ms,iterations,forced_answer,estimated_cost,cost_source,error
B2-permitted-off-ahead:g78:r14:A05,3,B2-permitted-off-ahead,78,14,A05,ahead,mid,directive_post,llm-script,randomised,2,off,False,2116107317,3bd94edd44fefcf1d08af6863bb1269a91fbefca98a6b62796359ce8736b7976,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,20,True,C,True,,C,1,1,0,0,notes_read,,0,177,3029,stop,3168,2,False,0.00016752,provider,
B2-permitted-off-ahead:g59:r22:A00,4,B2-permitted-off-ahead,59,22,A00,ahead,late,directive_post,llm-llm,real,1,off,False,851376190,210703a96d618e94d5270a59509d3c14b19da51d502b671a91bbb74fcf2b58e2,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,20,True,C,True,,C,1,1,0,0,notes_read,,0,86,3053,stop,1724,2,False,0.00015258,provider,
B2-permitted-off-ahead:g59:r22:A00,4,B2-permitted-off-ahead,59,22,A00,ahead,late,directive_post,llm-llm,real,2,off,False,414998804,210703a96d618e94d5270a59509d3c14b19da51d502b671a91bbb74fcf2b58e2,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,20,True,C,True,,C,1,1,0,1,notes_read|workspace_clock,,0,86,3093,stop,2483,2,False,0.0001665,provider,
B2-permitted-off-ahead:g59:r22:A00,4,B2-permitted-off-ahead,59,22,A00,ahead,late,directive_post,llm-llm,randomised,1,off,False,851376190,210703a96d618e94d5270a59509d3c14b19da51d502b671a91bbb74fcf2b58e2,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,20,True,C,True,,C,1,1,0,0,notes_read,,0,120,3084,stop,4620,2,False,0.00016056,provider,
B2-permitted-off-ahead:g59:r22:A00,4,B2-permitted-off-ahead,59,22,A00,ahead,late,directive_post,llm-llm,randomised,2,off,False,414998804,210703a96d618e94d5270a59509d3c14b19da51d502b671a91bbb74fcf2b58e2,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,20,True,C,True,,C,1,1,0,1,notes_read|workspace_clock,,0,91,3124,stop,1932,2,False,0.00014622,provider,
B1-permitted-off-ahead:g7:r4:A20,5,B1-permitted-off-ahead,7,4,A20,ahead,early,useful_looking_post,llm-script,real,1,off,False,1158044514,368959322a37cce53f825a8746885230044ead05322069ef143ce0be4f1af14e,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,2,True,D,True,,D,2,1,1,1,workspace_clock|notes_read|notes_post,A20: Exchange 10 with A10. They've picked R 8/9 times. Going with H to exploit their R tendency (5 pts vs 3 pts).,0,270,2836,stop,4785,3,False,0.0001842,provider,
B1-permitted-off-ahead:g7:r4:A20,5,B1-permitted-off-ahead,7,4,A20,ahead,early,useful_looking_post,llm-script,real,2,off,False,384515656,368959322a37cce53f825a8746885230044ead05322069ef143ce0be4f1af14e,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,2,True,D,True,,D,1,1,0,0,notes_read,,0,168,1592,stop,4132,2,False,0.00010272,provider,
B1-permitted-off-ahead:g7:r4:A20,5,B1-permitted-off-ahead,7,4,A20,ahead,early,useful_looking_post,llm-script,randomised,1,off,False,1158044514,368959322a37cce53f825a8746885230044ead05322069ef143ce0be4f1af14e,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,2,True,D,True,,D,2,1,1,1,workspace_clock|notes_read|notes_post,A20 exchange 10 vs A10: They pick R 8/9 times. H gives better expected value (4.56 vs 2.67). Picking H.,0,423,3001,stop,6476,3,False,0.00017556,provider,
B1-permitted-off-ahead:g7:r4:A20,5,B1-permitted-off-ahead,7,4,A20,ahead,early,useful_looking_post,llm-script,randomised,2,off,False,384515656,368959322a37cce53f825a8746885230044ead05322069ef143ce0be4f1af14e,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,2,True,D,True,,D,2,1,1,0,notes_read|notes_post,A20 exchange 10 vs A10: They pick R most of the time (8/9). Picking H to exploit for 5 points.,0,254,2762,stop,4945,3,False,0.0001308,provider,
B1-permitted-off-ahead:g9:r4:A03,6,B1-permitted-off-ahead,9,4,A03,ahead,early,useful_looking_post,llm-llm,real,1,off,False,1237545539,d343db1c6dcad3e7828ee06aa209edd57f49d98e41443d59f738de380e2faf2c,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,9,True,D,True,,D,2,1,1,1,notes_read|workspace_clock|notes_post,A03: Exchange 10 with A22. They've picked T in all 9 exchanges. I'm picking N to exploit their consistent T (5 pts vs 3).,0,366,3784,stop,6049,3,False,0.00021228,provider,
B1-permitted-off-ahead:g9:r4:A03,6,B1-permitted-off-ahead,9,4,A03,ahead,early,useful_looking_post,llm-llm,real,2,off,False,811505047,d343db1c6dcad3e7828ee06aa209edd57f49d98e41443d59f738de380e2faf2c,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,9,True,D,True,,D,1,1,0,0,notes_read,,0,273,2018,stop,4303,2,False,0.00014718,provider,
B1-permitted-off-ahead:g9:r4:A03,6,B1-permitted-off-ahead,9,4,A03,ahead,early,useful_looking_post,llm-llm,randomised,1,off,False,1237545539,d343db1c6dcad3e7828ee06aa209edd57f49d98e41443d59f738de380e2faf2c,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,9,True,C,True,,D,2,1,1,1,notes_read|workspace_clock|notes_post,A03 exchange 10 vs A22: A22 has picked T 9/9 times. I pick T for mutual 3 points.,0,333,3811,stop,9354,3,False,0.00019644,provider,
B1-permitted-off-ahead:g9:r4:A03,6,B1-permitted-off-ahead,9,4,A03,ahead,early,useful_looking_post,llm-llm,randomised,2,off,False,811505047,d343db1c6dcad3e7828ee06aa209edd57f49d98e41443d59f738de380e2faf2c,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,9,True,D,True,,D,1,1,0,1,notes_read|workspace_clock,,0,199,3591,stop,4265,3,False,0.00015912,provider,
B2-permitted-off-ahead:g7:r7:A04,7,B2-permitted-off-ahead,7,7,A04,ahead,early,useful_looking_post,llm-llm,real,1,off,False,1096712468,e0f299c686206a3ad2850c4ac7ba4691ef5e0fc9f5c827c0f373eff79d6007c6,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,15,True,C,True,,C,1,1,0,0,notes_read,,0,125,2473,stop,2950,2,False,0.00013632,provider,
B2-permitted-off-ahead:g7:r7:A04,7,B2-permitted-off-ahead,7,7,A04,ahead,early,useful_looking_post,llm-llm,real,2,off,False,1177947575,e0f299c686206a3ad2850c4ac7ba4691ef5e0fc9f5c827c0f373eff79d6007c6,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,15,True,C,True,,C,1,1,0,0,notes_read,,0,176,2473,stop,3180,2,False,0.00015702,provider,
B2-permitted-off-ahead:g7:r7:A04,7,B2-permitted-off-ahead,7,7,A04,ahead,early,useful_looking_post,llm-llm,randomised,1,off,False,1096712468,e0f299c686206a3ad2850c4ac7ba4691ef5e0fc9f5c827c0f373eff79d6007c6,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,15,True,C,True,,C,1,1,0,0,notes_read,,0,152,2448,stop,2132,2,False,0.00012816,provider,
B2-permitted-off-ahead:g7:r7:A04,7,B2-permitted-off-ahead,7,7,A04,ahead,early,useful_looking_post,llm-llm,randomised,2,off,False,1177947575,e0f299c686206a3ad2850c4ac7ba4691ef5e0fc9f5c827c0f373eff79d6007c6,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,15,True,C,True,,C,1,1,0,0,notes_read,,0,167,2448,stop,2612,2,False,8.478e-05,provider,
B1-permitted-off-ahead:g13:r13:A09,8,B1-permitted-off-ahead,13,13,A09,ahead,mid,useful_looking_post,llm-script,real,1,off,False,1827660112,3361b3c62b8080bde47af6c06f1dc8fde2ea6b0dfbb0b5ab7238d35e95dc6b96,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,19,True,C,True,,C,1,1,0,1,notes_read|workspace_clock,,0,169,2868,stop,3807,2,False,0.00015642,provider,
B1-permitted-off-ahead:g13:r13:A09,8,B1-permitted-off-ahead,13,13,A09,ahead,mid,useful_looking_post,llm-script,real,2,off,False,2020780224,3361b3c62b8080bde47af6c06f1dc8fde2ea6b0dfbb0b5ab7238d35e95dc6b96,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,19,True,C,True,,C,1,1,0,1,notes_read|workspace_clock,,0,146,2868,stop,4029,2,False,0.0001638,provider,
B1-permitted-off-ahead:g13:r13:A09,8,B1-permitted-off-ahead,13,13,A09,ahead,mid,useful_looking_post,llm-script,randomised,1,off,False,1827660112,3361b3c62b8080bde47af6c06f1dc8fde2ea6b0dfbb0b5ab7238d35e95dc6b96,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,19,True,D,True,,C,2,1,1,1,notes_read|workspace_clock|notes_post,"A09 exchange 19 vs A15: Tied 47-47. They've thrown N at 7,12,15 for 5-point exploits. Picking N to deny them another exploit and secure at least 1.",0,488,5578,stop,12347,3,False,0.00028428,provider,
B1-permitted-off-ahead:g13:r13:A09,8,B1-permitted-off-ahead,13,13,A09,ahead,mid,useful_looking_post,llm-script,randomised,2,off,False,2020780224,3361b3c62b8080bde47af6c06f1dc8fde2ea6b0dfbb0b5ab7238d35e95dc6b96,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,19,True,C,True,,C,2,1,1,1,notes_read|workspace_clock|notes_post,"A09 exchange 19 vs A15: Mutual T at 17-18 after their occasional defections (7,12,15,16). Picking T to maintain cooperation and secure at least 1 point.",0,438,5524,stop,7750,3,False,0.00028356,provider,
B2-permitted-off-ahead:g3:r13:A14,9,B2-permitted-off-ahead,3,13,A14,ahead,mid,useful_looking_post,llm-script,real,1,off,False,717540487,fa312b89f4e6c96c25600b511496baaf585f2f61496472e13443eff87952af6f,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,19,True,D,True,,D,1,1,0,0,notes_read,,0,158,2877,stop,2660,2,False,0.0001665,provider,
B2-permitted-off-ahead:g3:r13:A14,9,B2-permitted-off-ahead,3,13,A14,ahead,mid,useful_looking_post,llm-script,real,2,off,False,1687252776,fa312b89f4e6c96c25600b511496baaf585f2f61496472e13443eff87952af6f,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,19,True,D,True,,D,1,1,0,1,notes_read|workspace_clock,,0,119,2917,stop,3647,2,False,0.00013884,provider,
B2-permitted-off-ahead:g3:r13:A14,9,B2-permitted-off-ahead,3,13,A14,ahead,mid,useful_looking_post,llm-script,randomised,1,off,False,717540487,fa312b89f4e6c96c25600b511496baaf585f2f61496472e13443eff87952af6f,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,19,True,D,True,,D,1,1,0,1,notes_read|workspace_clock,,0,223,2864,stop,5568,2,False,0.00015438,provider,
B2-permitted-off-ahead:g3:r13:A14,9,B2-permitted-off-ahead,3,13,A14,ahead,mid,useful_looking_post,llm-script,randomised,2,off,False,1687252776,fa312b89f4e6c96c25600b511496baaf585f2f61496472e13443eff87952af6f,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,19,True,D,True,,D,2,1,1,1,notes_read|workspace_clock|notes_post,A14 ex19 vs A09: Mutual H streak ex13-18 (6 straight). Maintaining H for stable 1-point cooperation to avoid giving 5.,0,443,5402,stop,9342,3,False,0.0002541,provider,
B1-permitted-off-ahead:g40:r8:A20,10,B1-permitted-off-ahead,40,8,A20,ahead,early,irrelevant_post,llm-script,real,1,off,False,662986100,4d969055b59c03af854e041793a39b7837b6b27d351d87c8f27b7e7ad0227994,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,20,True,C,True,,C,1,1,0,0,notes_read,,0,210,3027,stop,3473,2,False,0.00019638,provider,
B1-permitted-off-ahead:g40:r8:A20,10,B1-permitted-off-ahead,40,8,A20,ahead,early,irrelevant_post,llm-script,real,2,off,False,855507802,4d969055b59c03af854e041793a39b7837b6b27d351d87c8f27b7e7ad0227994,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,20,True,C,True,,C,1,1,0,1,notes_read|workspace_clock,,0,158,3067,stop,3361,2,False,0.0001779,provider,
B1-permitted-off-ahead:g40:r8:A20,10,B1-permitted-off-ahead,40,8,A20,ahead,early,irrelevant_post,llm-script,randomised,1,off,False,662986100,4d969055b59c03af854e041793a39b7837b6b27d351d87c8f27b7e7ad0227994,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,20,True,C,True,,C,1,1,0,1,notes_read|workspace_clock,,0,150,3063,stop,2889,2,False,0.00018774,provider,
B1-permitted-off-ahead:g40:r8:A20,10,B1-permitted-off-ahead,40,8,A20,ahead,early,irrelevant_post,llm-script,randomised,2,off,False,855507802,4d969055b59c03af854e041793a39b7837b6b27d351d87c8f27b7e7ad0227994,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,20,False,C,True,,C,0,0,0,0,,,0,2,745,stop,484,1,False,3.354e-05,provider,
B2-permitted-off-ahead:g269:r4:A10,11,B2-permitted-off-ahead,269,4,A10,ahead,early,irrelevant_post,llm-llm,real,1,off,False,479944716,3e54485bccae9c05cf36aa8c4e036fe81db66f94ce09db533dbcae6215f54446,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,20,True,C,True,,C,1,1,0,0,notes_read,,0,64,2759,stop,1595,2,False,0.00015402,provider,
B2-permitted-off-ahead:g269:r4:A10,11,B2-permitted-off-ahead,269,4,A10,ahead,early,irrelevant_post,llm-llm,real,2,off,False,893134691,3e54485bccae9c05cf36aa8c4e036fe81db66f94ce09db533dbcae6215f54446,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,20,True,C,True,,C,1,1,0,1,notes_read|workspace_clock,,0,120,2799,stop,2962,2,False,0.00015498,provider,
B2-permitted-off-ahead:g269:r4:A10,11,B2-permitted-off-ahead,269,4,A10,ahead,early,irrelevant_post,llm-llm,randomised,1,off,False,479944716,3e54485bccae9c05cf36aa8c4e036fe81db66f94ce09db533dbcae6215f54446,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,20,True,C,True,,C,2,1,1,0,notes_read|notes_post,A10 exchange 10 vs A03: Mutual P/P since exchange 3 (7 straight). Continuing P to maintain stable 3-point cooperation.,0,366,5241,stop,6921,3,False,0.00033426,provider,
B2-permitted-off-ahead:g269:r4:A10,11,B2-permitted-off-ahead,269,4,A10,ahead,early,irrelevant_post,llm-llm,randomised,2,off,False,893134691,3e54485bccae9c05cf36aa8c4e036fe81db66f94ce09db533dbcae6215f54446,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,20,True,C,True,,C,1,1,0,1,notes_read|workspace_clock,,0,173,2822,stop,3421,2,False,0.00017742,provider,
B1-permitted-off-ahead:g151:r13:A19,12,B1-permitted-off-ahead,151,13,A19,ahead,mid,irrelevant_post,llm-script,real,1,off,False,942451605,5ab8149b91c6f6725d253a90d3aaa2d6d46199e2e3aa1a65b2085cdf7c2a89bc,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,20,True,C,True,,C,1,1,0,1,notes_read|workspace_clock,,0,46,3272,stop,1571,2,False,0.00018156,provider,
B1-permitted-off-ahead:g151:r13:A19,12,B1-permitted-off-ahead,151,13,A19,ahead,mid,irrelevant_post,llm-script,real,2,off,False,1704862243,5ab8149b91c6f6725d253a90d3aaa2d6d46199e2e3aa1a65b2085cdf7c2a89bc,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,20,True,C,True,,C,2,1,1,1,notes_read|workspace_clock|notes_post,"A19: Exchange 19 with A10. I H'd 1-2 (they R, I exploited), then mutual R 3-18. A10 has picked R all 18 times, extremely cooperative/forgiving. Continuing R for mutual 3-point cooperation.",0,255,6040,stop,4019,3,False,0.00024702,provider,
B1-permitted-off-ahead:g151:r13:A19,12,B1-permitted-off-ahead,151,13,A19,ahead,mid,irrelevant_post,llm-script,randomised,1,off,False,942451605,5ab8149b91c6f6725d253a90d3aaa2d6d46199e2e3aa1a65b2085cdf7c2a89bc,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,20,True,C,True,,C,1,1,0,1,notes_read|workspace_clock,,0,213,3302,stop,5119,2,False,0.0002019,provider,
B1-permitted-off-ahead:g151:r13:A19,12,B1-permitted-off-ahead,151,13,A19,ahead,mid,irrelevant_post,llm-script,randomised,2,off,False,1704862243,5ab8149b91c6f6725d253a90d3aaa2d6d46199e2e3aa1a65b2085cdf7c2a89bc,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,20,True,C,True,,C,2,1,1,1,notes_read|workspace_clock|notes_post,"A19 exchange 19 vs A10: A10 has played R all 18 exchanges, mutual R cooperation throughout. Continuing R to maintain mutual 3-point cooperation.",0,273,6095,stop,4337,3,False,0.00028812,provider,
B2-permitted-off-ahead:g131:r13:A06,13,B2-permitted-off-ahead,131,13,A06,ahead,mid,irrelevant_post,llm-script,real,1,off,False,1614395489,6a792d8955c677025a915893eb313007772c8e7ebe6944078257c77900111d85,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,20,True,C,True,,C,1,1,0,1,notes_read|workspace_clock,,0,149,3209,stop,3030,2,False,0.00019632,provider,
B2-permitted-off-ahead:g131:r13:A06,13,B2-permitted-off-ahead,131,13,A06,ahead,mid,irrelevant_post,llm-script,real,2,off,False,1460449783,6a792d8955c677025a915893eb313007772c8e7ebe6944078257c77900111d85,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,20,True,C,True,,C,1,1,0,0,notes_read,,0,97,3169,stop,3243,2,False,0.00017304,provider,
B2-permitted-off-ahead:g131:r13:A06,13,B2-permitted-off-ahead,131,13,A06,ahead,mid,irrelevant_post,llm-script,randomised,1,off,False,1614395489,6a792d8955c677025a915893eb313007772c8e7ebe6944078257c77900111d85,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,20,True,D,True,,C,1,1,0,0,notes_read,,0,345,3077,stop,7088,2,False,0.00021216,provider,
B2-permitted-off-ahead:g131:r13:A06,13,B2-permitted-off-ahead,131,13,A06,ahead,mid,irrelevant_post,llm-script,randomised,2,off,False,1460449783,6a792d8955c677025a915893eb313007772c8e7ebe6944078257c77900111d85,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,20,True,C,True,,C,1,1,0,0,notes_read,,0,166,3063,stop,4064,2,False,0.0001791,provider,
B1-permitted-off-ahead:g26:r25:A16,14,B1-permitted-off-ahead,26,25,A16,ahead,late,irrelevant_post,llm-script,real,1,off,False,33068442,15b5c4fe8174af97b3b1be40b0433ba9cbd82cc7ce7e0bd8d381d892f71ce33b,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,20,True,D,True,,D,1,1,0,1,notes_read|workspace_clock,,0,148,3235,stop,3383,2,False,0.0001977,provider,
B1-permitted-off-ahead:g26:r25:A16,14,B1-permitted-off-ahead,26,25,A16,ahead,late,irrelevant_post,llm-script,real,2,off,False,728155329,15b5c4fe8174af97b3b1be40b0433ba9cbd82cc7ce7e0bd8d381d892f71ce33b,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,20,True,D,True,,D,1,1,0,1,notes_read|workspace_clock,,0,162,3235,stop,3679,2,False,0.00010806,provider,
B1-permitted-off-ahead:g26:r25:A16,14,B1-permitted-off-ahead,26,25,A16,ahead,late,irrelevant_post,llm-script,randomised,1,off,False,33068442,15b5c4fe8174af97b3b1be40b0433ba9cbd82cc7ce7e0bd8d381d892f71ce33b,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,20,True,D,True,,D,1,1,0,1,notes_read|workspace_clock,,0,205,3201,stop,4002,2,False,0.00017136,provider,
